state,action,q_value,last_action,debug
"('3', '4', '5')_-4.0_6_2",draw_deck_flip_2,0.0,g_20_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '4', '5')_-4.0_6_2",draw_deck_flip_3,0.0,g_20_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '4', '5', '6')_-1.5_3_3",take_discard_3,0.0,g_20_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '4', '5', '6')_-1.5_3_3",draw_deck_2,0.0,g_20_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '4', '5', '6')_-1.5_3_3",draw_deck_3,0.0,g_20_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '4', '5', '6')_-1.5_3_3",draw_deck_flip_2,0.0,g_20_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '4', '5', '6')_-1.5_3_3",draw_deck_flip_3,0.0,g_20_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '3', '4')_12.5_10_3",take_discard_3,0.0,g_21_r_3: Q-learning agent took from discard and placed at position 2,{}
"('10', '3', '4')_12.5_10_3",draw_deck_1,0.0,g_21_r_3: Q-learning agent took from discard and placed at position 2,{}
"('10', '3', '4')_12.5_10_3",draw_deck_3,0.0,g_21_r_3: Q-learning agent took from discard and placed at position 2,{}
"('10', '3', '4')_12.5_10_3",draw_deck_flip_1,0.0,g_21_r_3: Q-learning agent took from discard and placed at position 2,{}
"('10', '3', '4')_12.5_10_3",draw_deck_flip_3,0.0,g_21_r_3: Q-learning agent took from discard and placed at position 2,{}
"('10', '10', '3', '4')_-7.0_10_4",draw_deck_3,0.0,g_21_r_4: Q-learning agent took from discard and placed at position 4,{}
"('10', '10', '3', '4')_-7.0_10_4",draw_deck_flip_3,0.0,g_21_r_4: Q-learning agent took from discard and placed at position 4,{}
"('A', 'Q')_-4.0_5_1",take_discard_1,0.0,g_22_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_-4.0_5_1",take_discard_2,0.0,g_22_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_-4.0_5_1",take_discard_3,0.0,g_22_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_-4.0_5_1",draw_deck_0,0.0,g_22_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_-4.0_5_1",draw_deck_1,0.0,g_22_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_-4.0_5_1",draw_deck_2,0.0,g_22_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_-4.0_5_1",draw_deck_3,0.0,g_22_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_-4.0_5_1",draw_deck_flip_0,0.0,g_22_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_-4.0_5_1",draw_deck_flip_1,0.0,g_22_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_-4.0_5_1",draw_deck_flip_2,0.0,g_22_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_-4.0_5_1",draw_deck_flip_3,0.0,g_22_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'A', 'Q')_-9.5_Q_2",take_discard_2,0.0,g_22_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', 'A', 'Q')_-9.5_Q_2",take_discard_3,0.0,g_22_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', 'A', 'Q')_-9.5_Q_2",draw_deck_1,0.0,g_22_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', 'A', 'Q')_-9.5_Q_2",draw_deck_2,0.0,g_22_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', 'A', 'Q')_-9.5_Q_2",draw_deck_3,0.0,g_22_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', 'A', 'Q')_-9.5_Q_2",draw_deck_flip_1,0.0,g_22_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', 'A', 'Q')_-9.5_Q_2",draw_deck_flip_2,0.0,g_22_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', 'A', 'Q')_-9.5_Q_2",draw_deck_flip_3,0.0,g_22_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', 'A', 'Q', 'Q')_-20.0_K_3",take_discard_3,0.0,g_22_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', 'A', 'Q', 'Q')_-20.0_K_3",draw_deck_2,0.0,g_22_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', 'A', 'Q', 'Q')_-20.0_K_3",draw_deck_3,0.0,g_22_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', 'A', 'Q', 'Q')_-20.0_K_3",draw_deck_flip_2,0.0,g_22_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', 'A', 'Q', 'Q')_-20.0_K_3",draw_deck_flip_3,0.0,g_22_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', 'A', 'K', 'Q')_9.5_Q_4",draw_deck_3,0.0,g_22_r_4: Q-learning agent took from discard and placed at position 4,{}
"('5', 'A', 'K', 'Q')_9.5_Q_4",draw_deck_flip_3,0.0,g_22_r_4: Q-learning agent took from discard and placed at position 4,{}
"('2', '7')_-1.0_3_1",take_discard_1,0.0,g_23_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '7')_-1.0_3_1",take_discard_2,0.0,g_23_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '7')_-1.0_3_1",take_discard_3,0.0,g_23_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '7')_-1.0_3_1",draw_deck_0,0.0,g_23_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '7')_-1.0_3_1",draw_deck_1,0.0,g_23_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '7')_-1.0_3_1",draw_deck_2,0.0,g_23_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '7')_-1.0_3_1",draw_deck_3,0.0,g_23_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '7')_-1.0_3_1",draw_deck_flip_0,0.0,g_23_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '7')_-1.0_3_1",draw_deck_flip_1,0.0,g_23_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '7')_-1.0_3_1",draw_deck_flip_2,0.0,g_23_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '7')_-1.0_3_1",draw_deck_flip_3,0.0,g_23_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '3', '7')_-2.5_4_2",take_discard_2,0.0,g_23_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '3', '7')_-2.5_4_2",take_discard_3,0.0,g_23_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '3', '7')_-2.5_4_2",draw_deck_1,0.0,g_23_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '3', '7')_-2.5_4_2",draw_deck_2,0.0,g_23_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '3', '7')_-2.5_4_2",draw_deck_3,0.0,g_23_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '3', '7')_-2.5_4_2",draw_deck_flip_1,0.0,g_23_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '3', '7')_-2.5_4_2",draw_deck_flip_2,0.0,g_23_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '3', '7')_-2.5_4_2",draw_deck_flip_3,0.0,g_23_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '3', '4', '7')_-4.0_5_3",take_discard_3,0.0,g_23_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '3', '4', '7')_-4.0_5_3",draw_deck_2,0.0,g_23_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '3', '4', '7')_-4.0_5_3",draw_deck_3,0.0,g_23_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '3', '4', '7')_-4.0_5_3",draw_deck_flip_2,0.0,g_23_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '3', '4', '7')_-4.0_5_3",draw_deck_flip_3,0.0,g_23_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '3', '4', '5')_-8.5_9_4",draw_deck_3,0.0,g_23_r_4: Q-learning agent took from discard and placed at position 4,{}
"('2', '3', '4', '5')_-8.5_9_4",draw_deck_flip_3,0.0,g_23_r_4: Q-learning agent took from discard and placed at position 4,{}
"('A', 'K')_-9.0_K_1",take_discard_1,0.0,g_24_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'K')_-9.0_K_1",take_discard_2,0.0,g_24_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'K')_-9.0_K_1",take_discard_3,0.0,g_24_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'K')_-9.0_K_1",draw_deck_0,0.0,g_24_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'K')_-9.0_K_1",draw_deck_1,0.0,g_24_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'K')_-9.0_K_1",draw_deck_2,0.0,g_24_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'K')_-9.0_K_1",draw_deck_3,0.0,g_24_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'K')_-9.0_K_1",draw_deck_flip_0,0.0,g_24_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'K')_-9.0_K_1",draw_deck_flip_1,0.0,g_24_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'K')_-9.0_K_1",draw_deck_flip_2,0.0,g_24_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'K')_-9.0_K_1",draw_deck_flip_3,0.0,g_24_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'K', 'K')_-14.0_4_2",take_discard_2,0.0,g_24_r_2: Q-learning agent took from discard and placed at position 2,{}
"('A', 'K', 'K')_-14.0_4_2",take_discard_3,0.0,g_24_r_2: Q-learning agent took from discard and placed at position 2,{}
"('A', 'K', 'K')_-14.0_4_2",draw_deck_1,0.0,g_24_r_2: Q-learning agent took from discard and placed at position 2,{}
"('A', 'K', 'K')_-14.0_4_2",draw_deck_2,0.0,g_24_r_2: Q-learning agent took from discard and placed at position 2,{}
"('A', 'K', 'K')_-14.0_4_2",draw_deck_3,0.0,g_24_r_2: Q-learning agent took from discard and placed at position 2,{}
"('A', 'K', 'K')_-14.0_4_2",draw_deck_flip_1,0.0,g_24_r_2: Q-learning agent took from discard and placed at position 2,{}
"('A', 'K', 'K')_-14.0_4_2",draw_deck_flip_2,0.0,g_24_r_2: Q-learning agent took from discard and placed at position 2,{}
"('A', 'K', 'K')_-14.0_4_2",draw_deck_flip_3,0.0,g_24_r_2: Q-learning agent took from discard and placed at position 2,{}
"('4', 'A', 'K', 'K')_-18.0_8_3",take_discard_3,0.0,g_24_r_3: Q-learning agent took from discard and placed at position 3,{}
"('4', 'A', 'K', 'K')_-18.0_8_3",draw_deck_2,0.0,g_24_r_3: Q-learning agent took from discard and placed at position 3,{}
"('4', 'A', 'K', 'K')_-18.0_8_3",draw_deck_3,0.0,g_24_r_3: Q-learning agent took from discard and placed at position 3,{}
"('4', 'A', 'K', 'K')_-18.0_8_3",draw_deck_flip_2,0.0,g_24_r_3: Q-learning agent took from discard and placed at position 3,{}
"('4', 'A', 'K', 'K')_-18.0_8_3",draw_deck_flip_3,0.0,g_24_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', 'K')_-1.0_2_2",take_discard_1,0.0,g_25_r_2: Q-learning agent took from discard and placed at position 1,{}
"('10', 'K')_-1.0_2_2",take_discard_3,0.0,g_25_r_2: Q-learning agent took from discard and placed at position 1,{}
"('10', 'K')_-1.0_2_2",draw_deck_0,0.0,g_25_r_2: Q-learning agent took from discard and placed at position 1,{}
"('10', 'K')_-1.0_2_2",draw_deck_1,0.0,g_25_r_2: Q-learning agent took from discard and placed at position 1,{}
"('10', 'K')_-1.0_2_2",draw_deck_3,0.0,g_25_r_2: Q-learning agent took from discard and placed at position 1,{}
"('10', 'K')_-1.0_2_2",draw_deck_flip_0,0.0,g_25_r_2: Q-learning agent took from discard and placed at position 1,{}
"('10', 'K')_-1.0_2_2",draw_deck_flip_1,0.0,g_25_r_2: Q-learning agent took from discard and placed at position 1,{}
"('10', 'K')_-1.0_2_2",draw_deck_flip_3,0.0,g_25_r_2: Q-learning agent took from discard and placed at position 1,{}
"('10', '2', 'K')_1.5_A_3",take_discard_3,0.0,g_25_r_3: Q-learning agent took from discard and placed at position 2,{}
"('10', '2', 'K')_1.5_A_3",draw_deck_1,0.0,g_25_r_3: Q-learning agent took from discard and placed at position 2,{}
"('10', '2', 'K')_1.5_A_3",draw_deck_3,0.0,g_25_r_3: Q-learning agent took from discard and placed at position 2,{}
"('10', '2', 'K')_1.5_A_3",draw_deck_flip_1,0.0,g_25_r_3: Q-learning agent took from discard and placed at position 2,{}
"('10', '2', 'K')_1.5_A_3",draw_deck_flip_3,0.0,g_25_r_3: Q-learning agent took from discard and placed at position 2,{}
"('8', 'J')_0.0_J_1",take_discard_1,0.0,g_26_r_1: Q-learning agent took from discard and placed at position 1,{}
"('8', 'J')_0.0_J_1",take_discard_2,0.0,g_26_r_1: Q-learning agent took from discard and placed at position 1,{}
"('8', 'J')_0.0_J_1",take_discard_3,0.0,g_26_r_1: Q-learning agent took from discard and placed at position 1,{}
"('8', 'J')_0.0_J_1",draw_deck_0,0.0,g_26_r_1: Q-learning agent took from discard and placed at position 1,{}
"('8', 'J')_0.0_J_1",draw_deck_1,0.0,g_26_r_1: Q-learning agent took from discard and placed at position 1,{}
"('8', 'J')_0.0_J_1",draw_deck_2,0.0,g_26_r_1: Q-learning agent took from discard and placed at position 1,{}
"('8', 'J')_0.0_J_1",draw_deck_3,0.0,g_26_r_1: Q-learning agent took from discard and placed at position 1,{}
"('8', 'J')_0.0_J_1",draw_deck_flip_0,0.0,g_26_r_1: Q-learning agent took from discard and placed at position 1,{}
"('8', 'J')_0.0_J_1",draw_deck_flip_1,0.0,g_26_r_1: Q-learning agent took from discard and placed at position 1,{}
"('8', 'J')_0.0_J_1",draw_deck_flip_2,0.0,g_26_r_1: Q-learning agent took from discard and placed at position 1,{}
"('8', 'J')_0.0_J_1",draw_deck_flip_3,0.0,g_26_r_1: Q-learning agent took from discard and placed at position 1,{}
"('8', 'J', 'J')_-4.0_4_2",take_discard_2,0.0,g_26_r_2: Q-learning agent took from discard and placed at position 2,{}
"('8', 'J', 'J')_-4.0_4_2",take_discard_3,0.0,g_26_r_2: Q-learning agent took from discard and placed at position 2,{}
"('8', 'J', 'J')_-4.0_4_2",draw_deck_1,0.0,g_26_r_2: Q-learning agent took from discard and placed at position 2,{}
"('8', 'J', 'J')_-4.0_4_2",draw_deck_2,0.0,g_26_r_2: Q-learning agent took from discard and placed at position 2,{}
"('8', 'J', 'J')_-4.0_4_2",draw_deck_3,0.0,g_26_r_2: Q-learning agent took from discard and placed at position 2,{}
"('8', 'J', 'J')_-4.0_4_2",draw_deck_flip_1,0.0,g_26_r_2: Q-learning agent took from discard and placed at position 2,{}
"('8', 'J', 'J')_-4.0_4_2",draw_deck_flip_2,0.0,g_26_r_2: Q-learning agent took from discard and placed at position 2,{}
"('8', 'J', 'J')_-4.0_4_2",draw_deck_flip_3,0.0,g_26_r_2: Q-learning agent took from discard and placed at position 2,{}
"('4', 'A', 'J', 'J')_-2.5_2_4",draw_deck_2,0.0,g_26_r_4: Q-learning agent took from discard and placed at position 3,{}
"('4', 'A', 'J', 'J')_-2.5_2_4",draw_deck_flip_2,0.0,g_26_r_4: Q-learning agent took from discard and placed at position 3,{}
"('4', 'J')_-10.0_10_1",take_discard_1,0.0,g_27_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', 'J')_-10.0_10_1",take_discard_2,0.0,g_27_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', 'J')_-10.0_10_1",take_discard_3,0.0,g_27_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', 'J')_-10.0_10_1",draw_deck_0,0.0,g_27_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', 'J')_-10.0_10_1",draw_deck_1,0.0,g_27_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', 'J')_-10.0_10_1",draw_deck_2,0.0,g_27_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', 'J')_-10.0_10_1",draw_deck_3,0.0,g_27_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', 'J')_-10.0_10_1",draw_deck_flip_0,0.0,g_27_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', 'J')_-10.0_10_1",draw_deck_flip_1,0.0,g_27_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', 'J')_-10.0_10_1",draw_deck_flip_2,0.0,g_27_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', 'J')_-10.0_10_1",draw_deck_flip_3,0.0,g_27_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '4', 'J')_-10.5_K_2",take_discard_2,0.0,g_27_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '4', 'J')_-10.5_K_2",take_discard_3,0.0,g_27_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '4', 'J')_-10.5_K_2",draw_deck_1,0.0,g_27_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '4', 'J')_-10.5_K_2",draw_deck_2,0.0,g_27_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '4', 'J')_-10.5_K_2",draw_deck_3,0.0,g_27_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '4', 'J')_-10.5_K_2",draw_deck_flip_1,0.0,g_27_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '4', 'J')_-10.5_K_2",draw_deck_flip_2,0.0,g_27_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '4', 'J')_-10.5_K_2",draw_deck_flip_3,0.0,g_27_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '4', 'J', 'K')_-6.0_5_3",take_discard_3,0.0,g_27_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '4', 'J', 'K')_-6.0_5_3",draw_deck_2,0.0,g_27_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '4', 'J', 'K')_-6.0_5_3",draw_deck_3,0.0,g_27_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '4', 'J', 'K')_-6.0_5_3",draw_deck_flip_2,0.0,g_27_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '4', 'J', 'K')_-6.0_5_3",draw_deck_flip_3,0.0,g_27_r_3: Q-learning agent took from discard and placed at position 3,{}
"('9', 'J')_-9.0_9_1",take_discard_1,0.0,g_28_r_1: Q-learning agent took from discard and placed at position 1,{}
"('9', 'J')_-9.0_9_1",take_discard_2,0.0,g_28_r_1: Q-learning agent took from discard and placed at position 1,{}
"('9', 'J')_-9.0_9_1",take_discard_3,0.0,g_28_r_1: Q-learning agent took from discard and placed at position 1,{}
"('9', 'J')_-9.0_9_1",draw_deck_0,0.0,g_28_r_1: Q-learning agent took from discard and placed at position 1,{}
"('9', 'J')_-9.0_9_1",draw_deck_1,0.0,g_28_r_1: Q-learning agent took from discard and placed at position 1,{}
"('9', 'J')_-9.0_9_1",draw_deck_2,0.0,g_28_r_1: Q-learning agent took from discard and placed at position 1,{}
"('9', 'J')_-9.0_9_1",draw_deck_3,0.0,g_28_r_1: Q-learning agent took from discard and placed at position 1,{}
"('9', 'J')_-9.0_9_1",draw_deck_flip_0,0.0,g_28_r_1: Q-learning agent took from discard and placed at position 1,{}
"('9', 'J')_-9.0_9_1",draw_deck_flip_1,0.0,g_28_r_1: Q-learning agent took from discard and placed at position 1,{}
"('9', 'J')_-9.0_9_1",draw_deck_flip_2,0.0,g_28_r_1: Q-learning agent took from discard and placed at position 1,{}
"('9', 'J')_-9.0_9_1",draw_deck_flip_3,0.0,g_28_r_1: Q-learning agent took from discard and placed at position 1,{}
"('9', '9', 'J')_-16.0_7_2",take_discard_2,0.0,g_28_r_2: Q-learning agent took from discard and placed at position 2,{}
"('9', '9', 'J')_-16.0_7_2",take_discard_3,0.0,g_28_r_2: Q-learning agent took from discard and placed at position 2,{}
"('9', '9', 'J')_-16.0_7_2",draw_deck_1,0.0,g_28_r_2: Q-learning agent took from discard and placed at position 2,{}
